ae_mean,ae_var,rmse_mean,rmse_var,cf_mean,cf_var,zcr_mean,zcr_var,ber_mean,ber_var,sc_mean,sc_var,sb_mean,sb_var,sf_mean,sf_var,label
0.4712752103805542,0.008312124758958817,0.1625039279460907,0.00062538095517084,3.0568149089813232,0.09218927472829819,132.65383911132812,1013.195556640625,13.27993392944336,90.9731216430664,130.184814453125,292.40484619140625,107.3719711303711,135.1923065185547,0.5148811936378479,0.005355869885534048,0
0.42125949263572693,0.011094351299107075,0.14814907312393188,0.0010932269506156445,3.121579885482788,0.14847123622894287,138.45384216308594,1417.2940673828125,10.409969329833984,80.1295394897461,131.84335327148438,352.90252685546875,109.25794219970703,152.0848846435547,0.5263984203338623,0.004783707670867443,0
0.4004441499710083,0.02338297851383686,0.13851752877235413,0.002859770553186536,3.100747585296631,0.23940034210681915,132.77691650390625,2859.527099609375,25.668630599975586,1680.746337890625,129.6278076171875,1235.1871337890625,105.92699432373047,896.57275390625,0.47907397150993347,0.025843553245067596,0
0.3626549243927002,0.019661547616124153,0.132874995470047,0.0036825155839323997,3.1510818004608154,0.3349262773990631,110.56922912597656,2556.352783203125,45.59872817993164,1164.8392333984375,93.65193176269531,703.7576293945312,66.4040756225586,152.98060607910156,0.2655874490737915,0.007067503407597542,0
0.310842901468277,0.025099240243434906,0.09387951344251633,0.0015701311640441418,3.4442873001098633,0.34556207060813904,172.53076171875,13207.572265625,13.948887825012207,236.48020935058594,126.31636047363281,3243.236572265625,80.89196014404297,522.6301879882812,0.38413748145103455,0.014037896879017353,0
0.40792542695999146,0.016192002221941948,0.13960741460323334,0.0021619400940835476,3.1165990829467773,0.13951361179351807,138.65383911132812,1413.949462890625,12.1317138671875,153.2005157470703,126.39300537109375,374.5312194824219,100.67257690429688,232.45278930664062,0.4766378402709961,0.007778393104672432,0
0.27296024560928345,0.06737588346004486,0.09298984706401825,0.007605608552694321,3.244929313659668,1.131117582321167,146.87692260742188,3720.907958984375,15.009777069091797,710.2139282226562,144.2253875732422,1207.24267578125,115.58712768554688,443.36663818359375,0.5705294013023376,0.015522373840212822,0
0.478432297706604,0.008967965841293335,0.163076713681221,0.000920852820854634,3.1532397270202637,0.17163486778736115,134.22308349609375,1660.6348876953125,13.288633346557617,499.48828125,133.1354522705078,521.5036010742188,108.68888854980469,222.2313690185547,0.5147777795791626,0.009863952174782753,0
0.48424166440963745,0.007261645048856735,0.1628844439983368,0.0006222922820597887,3.1052443981170654,0.11362294852733612,133.7846221923828,1218.6920166015625,12.740694999694824,92.5850601196289,128.30868530273438,316.8682861328125,104.94853210449219,139.08709716796875,0.5089446306228638,0.00569736585021019,0
0.4488048851490021,0.010201030410826206,0.15261542797088623,0.0008351209689863026,3.1680421829223633,0.12675175070762634,145.7153778076172,1444.6036376953125,9.508207321166992,73.27339172363281,129.89938354492188,240.917724609375,105.27449798583984,95.54290008544922,0.5221774578094482,0.003942904062569141,0
